Blue,53.060858,6.458261
Green,53.060568,6.457724
Orange,53.060349,6.457403
Pink,53.059962,6.456737
Red,53.059704,6.456330
Turquoise,53.059427,6.455890
Yellow,53.059040,6.455407
Turquoise,53.221743, 6.580900
Orange,53.221796, 6.580670
Yellow,53.209504, 6.567261
Pink,53.209566, 6.567397
Red,53.214139, 6.569221
Green,53.214147, 6.569269
Blue,53.218696, 6.567612
